VH-VL pair,split
8gpj_D0-E0,train
8gpj_H0-L0,train
8gpi_A0-C0,train
8gpi_D0-E0,train
8gpi_H0-L0,train
8ttw_M0-N0,train
8ttw_O0-P0,train
8ttw_Q0-R0,train
4fq2_H0-L0,train
5t3z_H0-L0,train
7ucg_H0-L0,train
7ucg_J0-K0,train
7ucg_Q0-R0,train
7ugq_M0-P0,train
7ugq_N0-Q0,train
7ugq_O0-R0,train
6okp_K0-L0,train
6udj_A0-R0,train
6udj_K0-L0,train
6udj_Q0-B0,train
5kvf_H0-L0,train
5kvg_H0-L0,train
5kvl_H0-L0,train
5kw9_H0-L0,train
5kzp_H0-L0,test
5kzp_E0-I0,unassigned
5kzp_F0-J0,unassigned
5kzp_G0-K0,unassigned
4dgv_H0-L0,unassigned
4dgy_H0-L0,unassigned
5l0q_F0-E0,train
5l0q_C0-B0,train
5l7x_H0-L0,train
5l88_H0-L0,train
5l9d_H0-L0,train
5lgh_H0-L0,train
5lcv_H0-L0,train
8cxi_H0-L0,train
8cxi_h0-l0,train
4ut7_H0-L0,train
5ldn_H0-L0,train
5ogi_B1-B0,train
5ljy_H0-L1,train
5lqb_H0-L0,train
5lsp_H0-L0,train
5lsp_S0-T0,train
5lwy_H0-L0,train
5lx9_H0-H1,train
5lxa_H0-H1,train
5lxg_H0-L0,train
6yx9_H0-L0,train
6yxd_H0-L0,train
6yxf_H0-H1,train
6yxg_H0-H1,train
6krz_D0-E0,train
6krz_F0-G0,train
6krz_H0-I0,train
6ks0_H0-L0,train
6ks1_H0-L0,train
5m63_M0-N0,train
5m63_H0-L0,train
5n2k_B0-A0,train
5n2k_D0-C0,train
5n2k_F0-E0,train
5n2k_J0-I0,train
5n2k_L0-K0,train
5n2k_N0-M0,train
5n2k_P0-O0,train
5n2k_H0-G0,train
8t7a_D0-E0,train
8t7a_F0-G0,train
8t7a_H0-I0,train
8tb7_H1-L0,train
6cbv_H0-L0,train
7tuy_H0-L0,train
8tfn_H0-L0,train
8ty1_C0-B0,train
1i8k_B0-A0,train
1i8i_B0-A0,train
3t2n_I0-M0,train
3t2n_H0-L0,train
3tcl_H0-L0,train
3tcl_A0-B0,train
3tnm_H0-L0,train
3tnm_A0-B0,train
4ybl_H0-L0,train
4ybl_B0-C0,train
4yc2_H0-L0,train
4yc2_B0-C0,train
3tnn_H0-L0,train
3tnn_A0-B0,train
3tnn_C0-D0,train
3tnn_E0-F0,train
4h8w_H0-L0,train
5w4l_H0-L0,train
5w4l_F0-I0,train
3tv3_H0-L0,train
3tyg_H0-L0,train
6b3d_H0-L0,train
3twc_H0-L0,train
3u0t_B0-A0,train
3u0t_D0-C0,train
3u30_F0-E0,train
3u30_C0-B0,train
3u46_H0-L0,train
3u46_A0-B0,train
3u4b_H0-L0,train
3u6r_A0-B0,train
3u6r_H0-L0,train
3u7w_H0-L0,train
3u7y_H0-L0,train
4jkp_H0-L0,train
3u9p_K0-M0,train
3u9p_H0-L0,train
3u9u_C0-D0,train
3u9u_A0-B0,train
3ubx_G0-I0,train
3ubx_H0-L0,train
3uji_H0-L0,train
3ujj_H0-L0,valid
3ujt_I0-M0,train
3ujt_H0-L0,train
3uls_H0-L0,train
3uls_B0-A0,train
5gs0_D0-C0,train
5gs0_F0-E0,train
4lf3_B0-A0,train
4lf3_E0-D0,train
5xf1_C0-D0,train
5xf1_H0-L0,train
4ers_H0-L0,train
5xez_C0-D0,train
5xez_H0-L0,train
4onf_H0-L0,train
4ong_H0-L0,train
4ojf_H0-L0,train
4hix_H0-L0,train
4oqt_H0-L0,train
4osu_H0-L0,train
4ot1_H0-L0,train
7kdd_D0-E0,train
7kdd_F0-G0,train
7kdd_H0-I0,train
6df2_B0-A0,train
6df2_H0-L0,train
8oxx_B0-C0,train
8oxy_B0-C0,train
8oxw_B0-C0,train
8oxv_B0-C0,train
1it9_H0-L0,train
1iqw_H0-L0,train
1j05_H0-L0,train
1j05_B0-A0,train
1moe_B1-A0,train
1moe_A1-B0,train
1j5o_H0-L0,train
1t03_H0-L0,train
2hmi_D0-C0,train
6vug_D0-C0,train
6vun_A0-B1,train
6vun_B0-A1,train
1hys_D0-C0,train
1n6q_H0-L0,train
6vrp_A0-B1,train
6vrp_B0-A1,train
1r0a_H0-L0,train
1n5y_H0-L0,train
3klh_D0-C0,train
6vuo_A0-B1,train
6vuo_B0-A1,train
1bj1_H0-L0,train
1bj1_K0-J0,train
7v5n_B0-A0,train
7v5n_F0-E0,train
1bm3_H0-L0,train
1bz7_B0-A0,train
1r24_B0-A0,train
1r24_D0-C0,train
1c12_B0-A0,train
1c5c_H0-L0,train
1c5b_H0-L0,train
1c5d_B0-A0,train
1c5d_H0-L0,train
1cf8_H0-L0,train
1hq4_B0-A0,train
1hq4_D0-C0,train
1fpt_H0-L0,train
1iai_H0-L0,train
1ibg_H0-L0,train
1rzi_B0-A0,train
1rzi_D0-C0,train
1rzi_F0-E0,train
1rzi_H0-G0,train
1rzi_J0-I0,train
1rzi_L0-K0,train
1rzi_N0-M0,train
1rzi_P0-O0,train
1sbs_H0-L0,train
1seq_H0-L0,train
3eyu_H0-L0,train
2ipt_H0-L0,train
2ipu_H0-L0,train
2ipu_G0-K0,train
3eys_H0-L0,train
2r0z_H0-L0,train
3nn8_D0-E0,train
3nn8_G0-H0,train
3nn8_A0-B0,train
3nn8_C0-F0,train
4x0k_H0-L0,train
4x0k_A0-B0,train
4nkd_A0-B0,train
4nkd_C0-D0,train
4nkd_E0-F0,train
4nkd_G0-H0,train
3nps_B0-C0,train
3wd5_H0-L0,unassigned
6cr1_H0-L0,test
4nyl_H0-L0,unassigned
4nyl_A0-B0,unassigned
4nyl_C0-D0,unassigned
4nyl_E0-F0,unassigned
7u62_I0-M0,train
7u62_H0-L0,train
1jps_H0-L0,test
3rvu_D0-C0,train
3rvt_D0-C0,train
5vpg_D0-C0,train
5vph_D0-C0,train
5vpl_D0-C0,train
3s34_H0-L0,train
3s36_H0-L0,train
3s37_H0-L0,train
4gaj_H0-L0,train
4gay_H0-L0,train
4gay_A0-B0,train
6sxi_H0-L0,train
4g6a_C0-D0,train
4g6a_H0-L0,train
4hs6_B0-A0,train
4hs6_H0-L0,train
4gag_H0-L0,train
4lsp_H0-L0,train
4lsq_H0-L0,train
4lsr_H0-L0,train
6nnj_U0-V0,train
5i1g_H0-L0,train
5i1i_H0-L0,train
5i1j_H0-L0,train
5i1k_H0-L0,train
5jhl_H0-L0,train
7yix_D0-D1,train
7yix_C0-C1,train
7yk4_H0-L0,train
7yk4_I0-M0,train
6ogx_C0-D0,train
6okn_A0-B0,train
6okn_C0-D0,train
7ykj_A0-D0,train
8cim_D0-E0,train
8cim_F0-G0,train
8cim_H0-L0,train
8ct6_J0-K0,train
8ct6_H0-L0,train
8cw9_C0-D0,train
8cw9_H0-L0,train
8cw9_I0-K0,train
8cwi_H0-L0,train
8cwk_H0-L0,train
8dxu_H0-L0,train
8cwj_H0-L0,train
8cwj_A0-B0,train
6zh9_HHH0-LLL0,train
6zlr_HHH0-LLL0,train
6zlr_BBB0-CCC0,train
6zlr_FFF0-GGG0,train
6yla_H0-L0,train
6yla_B0-C0,train
6yor_H0-L0,train
6yor_B0-C0,train
6yz7_BBB0-CCC0,train
6yz7_HHH0-LLL0,train
6z2m_B0-C0,train
6z2m_H0-L0,train
7qez_E0-F0,train
7jn5_H0-L0,train
6w7y_H0-L0,train
6w7y_A0-B0,train
7r8l_C0-D0,train
6w41_H0-L0,train
7lop_W0-V0,train
7lop_B0-C0,train
7m6d_A0-B0,train
6xc3_H0-L0,train
6xc7_H0-L0,train
8cwj_U0-V0,train
8cwj_J0-K0,train
5sy8_H0-L0,train
5t29_H0-L0,train
5t5b_H0-L0,train
5t5b_A0-B0,train
5t6l_H0-L0,train
5t6l_A0-B0,train
5t80_H0-L0,train
5t85_H0-L0,train
7mf7_H0-L0,train
7mf7_A0-B0,train
7mf7_C0-D0,train
7mf7_E0-F0,train
5iq9_A0-B0,train
5iq9_H0-L0,train
5iq7_H0-L0,train
7mfa_H0-L0,train
7mfa_C0-D0,train
7mfa_G0-I0,train
7mfa_M0-N0,train
7mfa_Q0-R0,train
7mfa_U0-V0,train
7mfb_H0-L0,valid
5ghw_H0-L0,train
5jny_C0-D0,train
5jny_A0-B0,train
5tfw_H0-L0,train
6x58_A0-B0,train
6x58_C0-D0,train
7mf8_H0-L0,train
4g6f_H0-L0,train
4g6f_B0-D0,train
5wdf_H0-L0,train
5wdf_A0-B0,train
5szf_H0-L0,train
5t0y_H0-L0,train
5t0y_A0-B0,train
5t0y_I0-G0,train
5t1d_H0-L0,train
5t33_H0-L0,train
5t4z_H0-L0,train
5t4z_A0-B0,train
5iie_H0-L0,train
5iie_A0-B0,train
5t5f_H0-L0,train
7sa6_H0-L0,train
7sbz_A0-B0,train
7sbz_H0-L0,train
5t5n_G0-F0,train
5t5n_I0-H0,train
5t5n_K0-J0,train
5t5n_M0-L0,train
5t5n_O0-N0,train
4rdq_G0-F0,train
4rdq_I0-H0,train
4rdq_K0-J0,train
4rdq_M0-L0,train
4rdq_O0-N0,train
5t6p_B0-A0,train
5t6p_D0-C0,train
5t78_D0-C0,train
5t78_B0-A0,train
5tbd_E0-F0,train
5tbd_A0-B0,train
5tbd_D0-G0,train
5tbd_J0-K0,train
6x5e_B0-A0,train
6x5e_H0-L0,train
8f0l_A0-B0,train
8f0l_H0-L0,train
4imk_A0-D0,train
4imk_B0-C0,train
4iml_H0-L0,train
4iml_A0-B0,train
4y5x_A0-B0,train
4y5x_D0-E0,train
4y5x_G0-H0,train
4y5x_J0-K0,train
4y5y_D0-E0,train
4y5y_A0-B0,train
4ydi_H0-L0,train
4ydj_A0-B0,train
4ydj_H0-L0,train
4ydk_H0-L0,valid
4ydl_B0-C0,train
4ydl_H0-L0,train
4ye4_H0-L0,train
4yfl_H0-L0,train
4ygv_A0-B0,train
4ygv_F0-L0,train
4yhi_A0-B0,train
4yhi_H0-L0,train
4yhk_H0-L0,train
4yhl_H0-L0,train
4yhm_H0-L0,train
4yhn_A0-B0,train
4yhn_F0-L0,train
4yho_H0-L0,train
4yhp_A0-B0,train
4yhp_C0-D0,train
4yhp_E0-F0,train
4yhp_H0-L0,train
4yhy_B0-C0,train
4yhy_H0-L0,train
4yhz_H0-L0,train
4yk4_C0-B0,train
4yk4_Z0-Y0,train
4ypg_H0-L0,train
4ypg_B0-A0,train
4yqx_N0-O0,train
4yqx_H0-L0,train
4yue_H0-L0,train
4ywg_I0-M0,train
4ywg_H0-L0,train
3r1g_H0-L0,train
3ra7_I0-M0,train
3ra7_H0-L0,train
3rhw_F0-N0,train
3rhw_I0-O0,train
3rhw_G0-K0,train
3rhw_H0-L0,train
3rhw_J0-M0,train
3ri5_G0-K0,train
3ri5_H0-L0,train
3ri5_F0-N0,train
3ri5_I0-O0,train
3ri5_J0-M0,train
3rif_F0-N0,train
3rif_G0-K0,train
3rif_H0-L0,train
3rif_I0-O0,train
3rif_J0-M0,train
4tnw_V0-Z0,train
4tnw_Y0-g0,train
4tnw_J0-M0,train
4tnw_F0-N0,train
4tnw_G0-K0,train
4tnw_H0-L0,train
4tnw_I0-O0,train
4tnw_U0-h0,train
4tnw_W0-f0,train
4tnw_X0-i0,train
3rpi_H0-L0,train
3rpi_A0-B0,train
4gw4_A0-B0,train
4gw4_H0-L0,train
3s35_H0-L0,train
3s96_A0-B0,train
3s96_C0-D0,train
4dcq_B0-A0,train
3sdy_H0-L0,train
3se8_H0-L0,train
6v8z_C0-F0,train
6v8z_I0-L0,train
6v8z_O0-R0,train
5jxa_H0-L0,train
6mpg_q0-r0,train
6mpg_80-70,train
6mpg_Q0-R0,train
6ot1_S0-T0,train
6ot1_q0-r0,train
6ot1_J0-K0,train
3se9_H0-L0,train
4i3r_H0-L0,train
4i3s_H0-L0,train
7rsn_H0-L0,train
7rsn_E0-J0,train
7rsn_F0-K0,train
3sgd_H0-L0,train
3sgd_J0-I0,train
3sge_H0-L0,train
3sge_J0-I0,train
3skj_I0-M0,train
3skj_H0-L0,train
3so3_C0-B0,train
3sob_H0-L0,train
8ffe_H0-L0,train
3sqo_H0-L0,train
4lex_H0-L0,train
8dgv_H0-L0,train
8dtr_E0-F0,train
8dtr_A0-B0,train
4fqc_H0-L0,train
4fq1_H0-L0,train
4jy4_B0-A0,train
4m1c_C0-D0,train
4m1c_E0-F0,train
4iof_C0-D0,train
4iof_E0-F0,train
5cjo_H0-L0,train
4m5y_H0-L0,valid
4m5y_I0-M0,unassigned
4m5z_H0-L0,unassigned
7x25_H0-K0,train
7x25_A0-C0,train
7x25_E0-F0,train
7x28_C0-D0,train
7x28_H0-K0,train
7x29_H0-K0,train
7x29_F0-G0,train
7x2a_H0-K0,train
7x2i_H0-L0,train
7x2o_H0-L0,train
7x37_H0-L0,train
7x2h_A0-B0,train
7x2h_C0-D0,train
8h08_N0-O0,train
8h08_I0-K0,train
8h08_Q0-R0,train
8h07_N0-O0,train
8h07_I0-K0,train
8h07_Q0-R0,train
7x2k_H0-L0,train
7e8m_H0-L0,train
7cdi_H0-L0,train
7xnf_H0-L0,train
7x2w_H0-L0,train
7x3c_H0-L0,train
7x40_H0-L0,train
7x49_H0-L0,train
7x4m_H0-L0,train
7x3d_H0-L0,train
7x3e_H0-L0,train
7x3y_H0-L0,train
4wht_A0-B0,train
4wht_C0-D0,train
4wht_G0-H0,train
4wht_I0-J0,train
4wht_K0-L0,train
4wht_M0-N0,train
4wht_Q0-R0,train
4wht_S0-T0,train
4wht_X0-Y0,train
4wht_E0-F0,train
4wht_O0-P0,train
4wht_U0-V0,train
4why_G0-H0,train
4why_I0-J0,train
4why_M0-N0,train
4why_K0-L0,train
4wuk_H0-L0,train
5ugy_J0-N0,train
5ugy_H0-L0,train
5ugy_I0-M0,train
4wuu_E0-D0,train
4x80_H0-L0,train
4x8j_A0-B0,train
4x8j_H0-L0,train
4xak_H0-L0,train
4xak_D0-E0,train
6h3u_I0-M0,train
6h3u_H0-L0,train
7kmg_A0-B0,valid
7kmg_D0-E0,unassigned
7l3n_D0-E0,unassigned
7lkb_H0-L0,valid
7lkb_B0-C0,unassigned
7rcs_H0-L0,train
7rcs_A0-B0,train
7ufn_B0-C0,train
7ufn_A0-D0,train
7rd9_H0-L0,train
7ufo_H0-L0,train
8dgx_A0-B0,train
8dgx_H0-L0,train
1f3d_K0-J0,train
1f3d_H0-L0,train
1nlb_H0-L0,train
1mhh_B0-A0,train
1mhh_D0-C0,train
1xcq_B0-A0,train
1xcq_F0-E0,train
1xcq_D0-C0,train
1xcq_H0-G0,train
1xct_B0-A0,train
1xct_D0-C0,train
1xf5_B0-A0,train
1xf5_D0-C0,train
1n64_H0-L0,train
1ymh_B0-A0,train
1ymh_D0-C0,train
1nld_H0-L0,train
5ezi_H0-L0,train
5ezj_A0-B0,train
5ezl_A0-B0,train
5ezl_H0-L0,train
6ugs_H0-L0,train
6ugs_A0-B0,train
6ugt_H0-L0,train
6ugt_A0-B0,train
6ugu_H0-L0,train
6ugu_A0-B0,train
6ugv_H0-L0,train
6ugv_A0-B0,train
5vh3_H0-L0,train
5vh3_A0-B0,train
5vh4_A0-B0,train
5vh4_H0-L0,train
4g3y_H0-L0,train
6uig_B0-C0,train
6uig_H0-L0,train
6uj9_H0-L0,train
7kgu_B0-A0,train
7kgu_D0-C0,train
7kgu_F0-E0,train
7kgu_H0-L0,train
6ukj_H0-L0,train
6ule_C0-D0,train
6ule_A0-B0,train
6ulf_A0-B0,train
6o24_A0-B0,train
6vln_H0-L0,train
6cbp_A0-A1,train
5tqa_H0-L0,train
5tqa_A0-B0,train
7ue9_H0-L0,test
4hha_B0-A0,train
4hh9_B0-A0,train
4hh9_D0-C0,train
8el2_H0-L0,train
8el2_I0-K0,train
8ezk_I0-I1,train
8ezk_H0-H1,train
8fzo_A0-B0,train
7kpj_A0-B0,train
7kpj_C0-D0,train
8g2o_H0-L0,valid
8gbx_H0-L0,train
8gto_H0-L0,train
8gto_I0-M0,train
8gto_J0-N0,train
8h3b_A0-A1,train
8h3b_B0-B1,train
8h3c_A0-A1,train
8h3c_B0-B1,train
8h3c_C0-C1,train
8h3c_D0-D1,train
8h3c_E0-E1,train
7ycn_K0-L0,train
7ycn_E0-F0,train
7ycn_C0-D0,train
7ycn_H0-I0,train
8hn6_C0-D0,valid
8hn6_A0-B0,unassigned
8j1q_B0-A0,train
8j26_B0-A0,train
7zjl_h0-g0,train
7zjl_j0-i0,train
7zjl_l0-k0,train
8jbj_C0-D0,train
8jbj_A0-B0,train
5u0u_G0-G1,train
5u0u_A0-A1,train
5u0u_C0-C1,train
5u0u_E0-E1,train
8tfr_A0-B0,train
8tfp_B0-A0,train
8tfp_H0-L0,train
8tfq_B0-A0,train
8tfq_H0-L0,train
8tp5_E0-F0,train
8tp5_H0-L0,train
8tp5_J0-K0,train
8tp4_H0-L0,train
8tp6_F0-G0,train
8tp6_H0-L0,train
8tp6_C0-D0,train
8tp9_D0-F0,train
8tp9_E0-G0,train
8tp9_H0-L0,train
8tpa_H0-L0,train
8tpa_D0-E0,train
8tpa_I0-J0,train
1mfb_H0-L0,train
1mfa_H0-L0,train
1mfc_H0-L0,train
1mfd_H0-L0,train
1mfe_H0-L0,train
1mh5_H0-L0,train
1mh5_B0-A0,train
1mj7_H0-L0,train
1mie_H0-L0,train
1mj8_H0-L0,train
1mjj_B0-A0,train
1mjj_H0-L0,train
1mju_H0-L0,train
5gs3_A0-H1,train
5gs3_H0-A1,train
5vzr_H0-L0,train
5vzr_A0-B0,train
6nou_A0-A1,unassigned
6nov_A0-B0,valid
6nov_C0-D0,unassigned
6nyq_H0-L0,train
6mtp_A0-B0,valid
6mtp_H0-L0,unassigned
6mtr_H0-L0,train
6mts_H0-L0,train
6mtt_H0-L0,train
6mvl_H0-L0,train
6mxr_H0-L0,train
6mxr_A0-B0,train
6mxs_H0-L0,test
6mxs_A0-B0,unassigned
6my4_H0-L0,train
6my4_A0-B0,train
6my5_H0-L0,train
6my5_A0-B0,train
6wik_D0-C0,train
8dl7_D0-C0,train
8dl6_D0-C0,train
8dl8_D0-C0,train
6vyh_D0-C0,train
7u2d_H0-L0,train
8d54_A0-B0,train
5e94_D0-C0,train
5e94_B0-A0,train
6b5p_H0-L0,unassigned
6b5r_H0-L0,valid
6b5s_H0-L0,unassigned
6b5t_H0-L0,unassigned
6b6z_B0-A0,train
6b6z_D0-C0,train
5vz1_B0-A0,train
5vz1_D0-C0,train
6b9j_A0-B0,train
6b9j_H0-L0,train
6ba5_B0-A0,train
6ba5_D0-C0,train
6ba5_F0-E0,train
6ba5_H0-G0,train
6ban_B0-A0,train
6ban_F0-E0,train
6ban_H0-G0,train
6ban_D0-C0,train
6bb4_H0-L0,train
6bb4_I0-M0,train
6bb4_J0-N0,train
6bf4_B0-C0,train
6bf4_H0-L0,train
6bfq_C0-D0,train
6bfq_H0-L0,train
6bfq_A0-B0,train
6bfq_E0-F0,train
6bfs_H0-L0,train
6bpa_E0-F0,train
6bpa_B0-C0,train
6bpe_B0-C0,train
6bpe_E0-F0,train
6bpe_H0-I0,train
6bqb_H0-L0,train
8bg1_A0-B0,train
8bg1_D0-E0,train
8bg1_G0-H0,train
8bg1_J0-K0,train
8dzh_E0-D0,train
8dzh_H0-L0,train
8dzh_I0-J0,train
8dzi_H0-L0,train
8dzi_B0-D0,train
8dzi_G0-F0,train
8ekh_H0-L0,train
4hk0_A0-B0,unassigned
4hk0_C0-D0,unassigned
4hk3_J0-N0,train
8ek6_H0-L0,test
8eoo_H0-L0,train
8eoo_E0-J0,train
8eqc_H0-L0,valid
8eqc_B0-A0,unassigned
8e6j_H0-L0,unassigned
8e6j_E0-I0,unassigned
8e6j_F0-J0,unassigned
8e6j_G0-K0,unassigned
8euq_I0-H0,train
8euq_C0-D0,train
8ez3_H0-L0,train
8ezm_H0-H1,valid
8f0h_B0-D0,train
8f0h_H0-L0,train
8e1g_H0-L0,train
8e1g_V0-T0,train
4yjz_L1-L0,train
4z5r_K0-J0,train
4z5r_M0-L0,train
4z5r_W0-V0,train
4z5r_Q0-P0,train
4z5r_S0-R0,train
4z5r_U0-T0,train
4z5r_Z0-Y0,train
4z5r_B0-A0,train
5vqm_D0-C0,train
5vqm_H0-L0,train
5vyf_B0-A0,train
5vyf_H0-L0,train
5vzx_H0-L0,train
5vzx_E0-I0,train
5vzy_H0-L0,train
5w05_H0-L0,train
5w06_H0-L0,train
4m7k_H0-L0,train
4m7l_H0-L0,train
5w0d_B0-C0,train
5w0k_H0-L0,train
5w0k_E0-F0,train
5w1g_H0-L0,valid
5x2o_H0-L0,train
5x2o_J0-K0,train
5x2p_H0-L0,train
5x2p_J0-K0,train
5x2q_H0-L0,train
5x2q_J0-K0,train
5x2m_H0-L0,train
5x2m_J0-K0,train
5x2n_H0-L0,train
5x2n_J0-K0,train
5x8l_G0-L0,train
5x8l_H0-M0,train
5x8l_J0-O0,train
5x8l_F0-K0,train
5x8l_S0-N0,train
5xxy_H0-L0,train
5xbm_E0-D0,train
5xbm_B0-A0,train
6o9i_D0-E0,train
6oan_D0-D1,train
6oan_B0-B1,train
6oao_B0-B1,train
6oao_D0-D1,train
6oao_F0-F1,train
6oao_H0-H1,train
6oao_J0-J1,train
6oao_L0-L1,train
6obd_H0-L0,train
6obd_B0-A0,train
6obz_A0-B0,train
6obz_H0-L0,train
6oc3_A0-B0,train
6oc3_C0-D0,train
6ocb_H0-L0,train
6oe4_E0-F0,train
6oe4_B0-C0,train
6oed_H0-L0,train
6oed_A0-B0,train
6oed_C0-D0,train
6oej_B0-C0,train
6oej_H0-L0,train
4fz8_H0-L0,train
6oel_H0-L0,train
6ohg_C0-B0,train
6okm_H0-L0,train
6ogx_H0-L0,train
6okq_D0-C0,train
6okq_A0-B0,train
6okq_F0-E0,train
6okp_M0-N0,train
6okp_O0-P0,train
6okp_Q0-R0,train
6ol5_A0-B0,train
6ol6_A0-B0,train
6ol6_H0-L0,train
6ol5_H0-L0,train
6ol7_E0-D0,train
6ol7_A0-Q0,train
6ol7_K0-J0,train
6ol7_P0-O0,train
6oor_H0-L0,train
1flr_H0-L0,train
7pqy_H0-L0,unassigned
7pqy_B0-C0,unassigned
7pqz_H0-L0,unassigned
7q0g_H0-L0,test
7pqz_A0-B0,train
7pr0_H0-L0,train
7pr0_C0-B0,train
7pr0_G0-F0,train
7pry_H0-L0,train
7pry_C0-D0,train
7prz_H0-L0,train
7ps0_H0-L0,train
7ps0_B0-C0,train
7ps2_A0-B0,train
3ifn_H0-L0,train
3ifl_H0-L0,train
3ifo_A0-B0,train
3ifo_H0-L0,train
3ifp_C0-D0,train
3ifp_H0-L0,train
3ifp_A0-B0,train
3ifp_E0-F0,train
3ijh_B0-A0,train
3ijh_D0-C0,train
3ijs_B0-A0,train
3ijs_D0-C0,train
3ijy_B0-A0,train
3ijy_D0-C0,train
3ikc_B0-A0,train
3ikc_D0-C0,train
3inu_H0-L0,train
3inu_M0-N0,train
3csy_C0-D0,train
3csy_G0-H0,train
3csy_A0-B0,train
3csy_E0-F0,train
3iu4_H0-L0,train
3i50_H0-L0,train
4gq9_H0-L0,train
4odv_H0-L0,train
4odw_H0-L0,train
4odw_A0-B0,train
1clz_H0-L0,train
1cly_H0-L0,train
32c2_B0-A0,train
4zs6_C0-D0,train
4zs6_H0-L0,train
6k4z_B1-B0,train
6k4z_A1-A0,train
6w73_H0-L0,train
7jwg_A0-B0,train
7jwg_H0-L0,train
7kqh_C0-D0,train
7kqh_H0-L0,train
7mrz_X0-Y0,train
7oly_H0-L0,train
7n3e_H0-L0,train
7r8m_D0-E0,train
7r8m_H0-L0,train
7rah_B0-A0,train
7rah_D0-C0,train
7rly_C0-D0,train
7rly_E0-F0,train
7rly_A0-B0,train
7rlv_A0-B0,train
7rlv_C0-D0,train
7rlv_E0-F0,train
7rlw_A0-B0,train
7rlw_C0-D0,train
7rlx_A0-B0,train
7rlz_A0-B0,train
7rlz_D0-C0,train
7rp3_H0-I0,unassigned
7rp2_H0-I0,test
7mdp_H0-I0,unassigned
7s5q_B0-C0,train
7sfx_G0-H0,train
7sfx_C0-D0,train
7sfx_A0-B0,train
7sfx_J0-K0,train
7t75_H0-L0,train
6x9v_H0-L0,train
7mdu_E0-F0,train
7t74_K0-G0,train
7t74_M0-N0,train
7t74_I0-J0,train
6x9u_H0-L0,train
6nfc_C0-D0,train
6nfc_J0-M0,train
6nfc_K0-N0,train
7u0c_A0-B0,train
7u0c_C0-D0,train
7u0c_H0-L0,train
4k94_H0-L0,train
4k9e_H0-L0,train
4kht_H0-L0,train
3ma9_H0-L0,train
4khx_H0-L0,train
3mac_H0-L0,train
4ki5_C0-D0,train
4xzu_A0-B0,train
4xzu_E0-F0,train
8bcz_H0-L0,train
8bcz_A0-B0,train
8bbo_H0-L0,train
8fat_C0-D0,train
8fat_A0-B0,train
3e8u_H0-L0,train
3efd_H0-L0,train
3eot_H0-L0,train
3esv_G1-G0,train
3esv_F1-F0,train
3et9_F1-F0,train
3esu_F1-F0,train
3eyf_B0-A0,train
3eyf_D0-C0,train
3eyo_B0-A0,train
3eyo_D0-C0,train
3f12_D0-C0,train
3eyq_D0-C0,train
3f12_B0-A0,train
3f58_H0-L0,train
2f58_H0-L0,train
1f58_H0-L0,train
3fct_B0-A0,train
3fct_D0-C0,train
1ngz_B0-A0,train
1ngw_H0-L0,train
1ngw_B0-A0,train
1ngx_B0-A0,train
1ngx_H0-L0,train
1ngy_B0-A0,train
1n7m_L0-H0,train
3fku_X0-X1,train
3fku_Y0-Y1,train
3fku_Z0-Z1,train
3fku_S0-S1,train
3fku_T0-T1,train
3fku_U0-U1,train
3fmg_H0-L0,train
3fn0_H0-L0,valid
3q1s_H0-L0,unassigned
3fo0_H0-L0,train
3fo1_H0-L0,train
3fo1_B0-A0,train
3fo2_H0-L0,train
3fo2_B0-A0,train
2gjz_H0-L0,train
2gjz_B0-A0,train
2gk0_H0-L0,train
2gk0_B0-A0,train
3fzu_C0-D0,train
3fzu_H0-L0,train
4lu5_H0-L0,train
4lu5_I0-M0,train
4m1g_H0-L0,train
5x08_H0-L0,train
6x1t_H0-L0,train
6x1t_A0-B0,train
6x1t_C0-D0,train
6x1t_E0-F0,train
6x1t_G0-I0,train
6x1t_J0-K0,train
7n3i_H0-L0,unassigned
7n3g_H0-L0,valid
7n4i_H0-L0,valid
7n4j_H0-L0,train
7n5h_H0-L0,train
7n5h_E0-F0,train
7n5h_J0-K0,train
8ee1_B0-C0,train
8ee1_G0-H0,train
5u3o_H0-L0,train
5u3p_H0-L0,train
5u4r_H0-L0,train
5u4r_A0-B0,train
5u68_E0-E1,train
5u68_F0-F1,train
5u68_G0-G1,train
5u8r_H0-L0,train
5u8q_H0-L0,train
5uby_H0-L0,train
5ubz_H0-L0,train
5ucb_H0-L0,valid
5uek_H0-L0,train
6ayz_B0-D0,unassigned
6ayz_R0-C0,unassigned
5ud9_H0-L0,train
5udc_H0-L0,train
5udc_B0-C0,train
5udc_E0-G0,train
5uea_H0-L0,train
5uea_A0-B0,train
6az2_A0-F0,train
6az2_C0-E0,train
4rrp_G0-A0,train
4rrp_H0-B0,train
4rrp_I0-C0,train
4rrp_J0-D0,train
4rrp_K0-E0,train
4rrp_L0-F0,train
5uel_H0-L0,train
5uem_H0-L0,train
5ug0_D0-C0,train
5uix_H0-L0,train
5ukn_H0-L0,train
5ukp_H0-L0,train
5uko_H0-L0,train
5ukq_H0-L0,train
5ukr_H0-L0,train
5umi_A0-B0,train
5umi_H0-L0,train
5jrp_H0-L0,train
5weq_B0-A0,train
5ush_H0-L0,train
5ush_D0-E0,train
5usl_B0-C0,train
5usl_H0-L0,train
5utz_H0-L0,train
5utz_B0-C0,train
